RowNumber,AadId,FullName,JobTitle,StandardTitle,CareerStageName,JobTitleName,JobType,ReportingVP,FirstRegularHireDate,MostRecentHireDate
505,332ae6a7-bd01-d914-fb40-2e83d2390c9a,Jimmy Johnson,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
506,262b7a90-0a17-ed3e-a312-d043b8a75c39,Mackenzie Valdez,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
507,d04e4854-e5c4-64a3-3e2b-3dfab77ceb97,Jeremy Johnson,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
508,54e24a51-a140-d07c-2aa6-0c7f52242681,Sarah Johnson,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
509,85876ad2-57ce-39bf-4af8-e76140cbd9a7,Joseph Bridges,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
510,caaf81df-35e7-562b-1123-9033c12b687f,David Griffith,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
511,ded567c1-9707-d5ee-8b2d-cf168e9bddc0,Emily Harris,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
512,59240d66-11ba-8439-543c-af0e14f28577,Peter Williams,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-06-05,2023-06-05
513,8f9a2b58-e0f4-27cf-8076-850fc79368e1,Kevin Davis,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
514,d6a4cf7c-fe52-cc4b-5bcf-3a452e8e6370,Robin Bates,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
515,16c4e653-9f5b-2f66-1ef4-56d2fd8b0325,Cynthia Smith,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
516,654620f9-5d7f-0a36-6a3a-ca76d22b711e,Sarah Cruz,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
517,d5f3ab29-61a6-7f5d-6b3f-3c8b8c52f724,Zachary Williamson,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
518,a6267e5c-73a7-f725-dcd6-9ba7e26182ad,Kara Davis,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
519,1e5afc78-84ec-3183-1bbd-cde7ea983d22,Amy Green,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-06-05,2023-06-05
520,6333089a-bea6-040c-ad45-b7960df6dc7a,Thomas Deleon,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
521,a5be1d5c-9b74-137d-0356-c3f866defb9d,Vanessa Jackson,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
522,09685cae-5952-97ed-04af-ec6421294103,Cynthia Hodge,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
523,ac10c219-70a3-0fdb-d64f-a04bcc5e7214,Daniel Fuentes,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-06-05,2023-06-05
524,70976eef-09b7-af17-25f0-b5e211cc1ed2,Joseph Rose,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-06-05,2023-06-05
525,70237e14-d6fc-7b6c-b637-a896228650dc,Eric Pineda,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
526,c4253f77-5e62-40d3-ae45-d951fe99b376,Jane Gonzales,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
527,93f65cef-b129-2bab-7b50-07428775dfd0,Timothy Vincent,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
528,c6244b63-0a1d-5ba5-0c12-0652262348d8,Jennifer Morgan,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
529,c8a7362d-718e-6c63-fc58-9dbdeffa0c59,Rebecca Evans,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
530,570a5154-557c-efa4-5488-2c5738edd7c9,Travis Davis,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
531,dc5eadfb-9c98-8d4f-9fef-a0ca81d1849a,Douglas Cervantes,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
532,e18f320a-5c17-b23e-9bf6-1dbf1a0a6f6e,Andrea English,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
533,19128a54-cec2-92f4-96b6-4f9e4758cde3,Patricia Watson,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
534,8f546ae8-daec-c775-ddca-7480a6b2e300,Erik Norman,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
535,68d7ad17-b68e-ff0a-48a1-616d127fa0c0,Rachel Leon,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
536,f95e4da8-5e9e-8540-7ffc-1641ef605ee3,William Peterson,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
537,3740ee20-aee0-8644-cc24-913247cbdf9e,Miguel Miles,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
538,f98374f0-07a2-6615-ca91-78448010aefb,Cody Hess,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
539,740b74a6-9a80-6a91-3d28-a44681d5430b,Kelsey Lee,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
540,6fddf7c9-d2d6-d121-e33e-9d37c26102d4,Jennifer Wells,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
541,ca005ae7-d301-21dc-4cd4-ecc1e81b8b19,John Sanders,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
542,b487363d-0ba6-112f-cf25-976def85a034,Nicole Tyler,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
543,f1d22ab0-cd52-45f1-6da0-b461b9e0b290,Janet Armstrong,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
544,e1ed6cd8-31d9-bb21-3cef-c31464b7fa96,David Watson,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
545,6fea66c3-3267-8633-8aa3-920fbbeecec2,Dakota Blair,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
546,425ec9bf-00cb-0aec-8861-cbef02ed30f3,Sean Wilson,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
547,82eb7a7b-ea53-2c6f-c506-d523e57a27a1,Jonathan Sullivan,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
548,2650e254-9c55-de93-2d62-202ea1a5564f,Danielle Walsh,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
549,f552e762-de4d-be0c-72d5-6d91e26f994f,Tyler Perkins,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
550,d29665a9-5599-896d-9f4b-b9fed6800b79,Jennifer Green,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
551,d5f8ff43-893e-9db7-54e0-6c3852c142a4,Melissa Williams,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
552,b50f89ea-6ac6-ee63-25b5-d39499d5f0dd,William Cunningham,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
553,a6b1048f-c592-8494-fc02-c5eec651f8bd,Amanda Duncan,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
554,8bc9b058-028e-7473-4c24-7b9d057a80b1,Morgan Luna,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP3,2023-06-05,2023-06-05
555,f1f782ab-5948-d1bd-121f-816fc00c12db,Dawn Miller,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
556,c553a82f-7641-de70-1db8-60886a738e4b,Kathleen Duncan,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
557,7a367c9f-40c0-31e4-a528-286e0be9e780,Brian Jones,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
558,f274119a-6483-adbf-b770-c9f271e70c15,Norma Clark,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
559,996e99a2-3d9e-ed23-0392-55f6bcce4139,Nicole Sanders,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
560,37064619-d753-654a-a480-01155e813ef4,Charles Young,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
561,f0200940-de74-3a33-2ec3-6540936ebcc3,Stephanie Norton,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
562,f286f352-93ca-8b2c-efeb-68c07f3fc022,David Simmons,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
563,93a0bc6f-4e9b-96b5-b939-e8380fc5de5f,Timothy Perry,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
564,46185778-75b5-6cf0-be23-8990704b7893,Rebecca Simmons,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
565,e2f6e672-dea0-b095-9e67-4ca1c96266ea,Daniel Greene,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
566,be937bc4-8c9a-c54b-ca75-9376e71a79d3,Brian Fry,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-06-05,2023-06-05
567,4ce9991a-e462-372c-a19f-114b7d4d7b6c,Brenda Martinez,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
568,bf8a6c62-302f-d397-ea23-fb454c8883a4,Adam Escobar,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
569,b2ba96d6-80d9-770c-5d40-1b7af9d6ed1f,Kenneth Martinez,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
570,5bd92eed-1479-38d2-359b-80116ab616d5,Darlene Massey,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
571,f57d710e-1e7d-d5d3-525c-73f8d8d34d44,Latoya Anderson,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
572,7e054be3-5af5-8fdc-848a-d22c7da72fe7,Ronald Garner,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
573,5963041f-7d5f-19e9-21d6-0242cb3beb06,Sandra Jacobs,SOFTWARE ENGINEER II,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
574,223c48c6-c91c-400c-b420-c560ee7e5342,Dominique Hernandez,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
575,4c778441-6ddf-351a-f238-e4985c0fb587,Dana Torres,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
576,4d2480db-17bb-b9bf-a142-cf04c4f006b1,Rachael Sharp,SOFTWARE ENGINEER,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
577,e6ddd903-a43e-a97c-39ae-d36ff13d2bbe,Erin Parrish,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
578,1dec109c-8e6e-82f5-8f9f-970d0c7e414f,Nicholas Gibson,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
579,83645afd-92ec-fa67-12c2-07a08ce853f8,Christopher Woods,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
580,b73626e1-b945-07ed-1350-80418b564391,Amy Shepherd,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
581,ef77a0f6-e255-e19d-8be8-4642acec69eb,Jonathan Estrada,SOFTWARE ENGINEER II,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
582,bb990987-61ad-9e95-c214-a1f00418f9bf,Brian Weaver,SENIOR SOFTWARE ENGINEER,Software Engineering IC4,IC4,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
583,43cef4e3-1292-06b2-47ba-993e6c9b1774,Adrienne Carr,SOFTWARE ENGINEER II,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
584,86406e40-3443-803a-3b58-58226f00d53a,Larry Duran,SR SERVICE ENGINEER,Service Engineering IC4,IC4,Service Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
585,5349336e-e0e2-04b5-2392-255af570557f,Ashley Murray,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
586,09305180-ac24-f9bd-2d6d-b7453ee323b3,Teresa Tucker,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
587,11c41ecd-5f8d-e1b8-3fac-1c2fb804fad7,Brandon Cruz,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
588,cdbac34e-b4f9-ba61-a01a-0676ba6f6f2f,Jeffrey Aguilar,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
589,9778a082-5f74-e3c9-7316-dc457f6c0481,John Garcia,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
590,154757db-d8de-b47b-7593-589910e7c528,Michael Hall,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
591,1a8e8198-4ce4-fe1f-d95e-097096cf4deb,Charles Rodriguez,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
592,7e7cf0b8-4878-bea4-6c5d-dd688a3e3a17,Kenneth Salas,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
593,ce239987-6f9c-721f-6fac-f849abf287d6,Kelly Maldonado,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
594,d42a19b9-35ff-c55f-9d6b-6a55b2cb4685,Darrell Park,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
595,b795524e-4f2d-0183-4cf8-59c2a6e1cde8,Adam Vincent,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
596,11b9312c-76f7-2353-8a58-41b1c4e863e8,Christopher Holmes,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
597,8b190743-4a69-23d8-4a9c-72bbfa43e805,Bryan Johnson,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
598,15f89182-340f-529b-6840-12c09ea8ebb2,Courtney Hill,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
599,44a702e9-0d89-ede5-33eb-8e7858bfddac,Deborah Grimes,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
600,9dfbe567-ea4a-77a3-c255-d3bc0d0018ab,Aaron Guerrero,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
601,9870363b-0785-17a8-2008-46cc60f326ed,Robert Parsons,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
602,9ec45acb-35d2-7e50-e616-f0208c061aad,Oscar Smith,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
603,26a208c4-6353-9249-8db5-e63673d2000d,Chelsea Salas,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
604,0b064b4c-5cac-a173-7a3a-bc0b0d7bd844,Michael Conrad,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
605,cc2d5450-ec98-da3d-01ed-d7847fa3b841,Jenna Webster,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
606,971c18da-cf2f-fc55-89a2-e88356a74952,Michael Chung,PARTNER GROUP ENG MGR,Software Engineering M7,M7,Software Engineering,PeopleManager,VP6,2023-06-05,2023-06-05
607,36299ad7-eb88-50f3-e4c1-92d19a61e15e,Kyle Newton,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
608,7dffacd3-7d66-b27d-074e-232b2fc6d4b4,James Hays,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
609,2e62cceb-1910-ad7e-3606-c748a17cb98f,Amanda Cooper,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
610,4bfd53ae-f7e6-331b-9659-3b2cf437c8eb,Jo Anderson,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
611,d43d13a9-dea4-3387-6705-c516c8605677,Angie Wilkerson,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
612,cdc4034c-67d3-7791-4187-6d93f6868d98,Bradley Malone,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
613,333939bf-9021-0af8-703b-c0fd1e1f9648,Nicholas Phillips,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-06-05,2023-06-05
614,450f548c-ddc2-bca1-59ac-ad7efdca6cd1,Mark Anderson,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
615,49243781-1364-4d91-ee48-6af04cdf48c7,Krista Hardy,SOFTWARE ENGINEER,Site Reliability Engineering IC2,IC2,Site Reliability Engineering,IndividualContributor,VP5,2023-06-05,2023-06-05
616,70d6f460-7329-2eeb-7dc5-c052652320bc,Sheila Smith,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-06-05,2023-06-05
617,574aa719-c449-e12c-d0d6-326e020a5cf2,Alexander Hayden,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP5,2023-06-05,2023-06-05
618,f6366b12-66e1-fffe-172d-79db9c144f57,Angela Henson,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
619,bdbf606e-99f6-6e14-375b-024452aca9cb,Kevin Rice,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
620,73919c7b-9485-2c48-59ef-3dda447d2f69,Heather Hall,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
621,97efbc9f-b5ea-c834-99c5-fdb768589a47,Tyler Hernandez,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP1,2023-06-05,2023-06-05
622,6cbac97e-2aaf-7403-ff5e-691253add73e,Amanda Downs,SOFTWARE ENGINEER II,Software Engineering IC3,IC3,Software Engineering,IndividualContributor,VP5,2023-06-05,2023-06-05
623,cbbdd935-8614-db09-8a41-19edaa0ffc21,Jesse Moore,PRINCIPAL FIRMWARE MANAGER,Software Engineering M5,M5,Software Engineering,PeopleManager,VP1,2023-06-05,2023-06-05
624,83092318-ac64-32c9-e420-355fcef9a9a5,Christopher Hunter,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
625,ef96925e-9d63-b4ce-0691-f7370b200d76,Amanda Bowman,SOFTWARE ENGINEER,Software Engineering IC2,IC2,Software Engineering,IndividualContributor,VP6,2023-06-05,2023-06-05
